Center Name,Incident ID,Closed,Completed,Alert,Q1,Q2,Q3,Q4,Q5,Resolution,Comments,Contact Me
CCS Help Centre,166196,11/2/2012,,FALSE,,,,,,,,
CCS Help Centre,166198,11/2/2012,11/2/2012 18:02:57,TRUE,5,5,5,4,5,TRUE,,FALSE
CCS Help Centre,166206,11/2/2012,,FALSE,,,,,,,,
Library IT Help Desk,165999,11/2/2012,,FALSE,,,,,,,,
CCS Help Centre,163092,11/2/2012,,FALSE,,,,,,,,
CCS Help Centre,166230,11/2/2012,,FALSE,,,,,,,,
Library IT Help Desk,166233,11/2/2012,,FALSE,,,,,,,,
CCS Help Centre,166235,11/2/2012,,FALSE,,,,,,,,
CCS Help Centre,165824,11/2/2012,11/2/2012 16:22:01,FALSE,5,5,5,5,5,TRUE,,FALSE
Library IT Help Desk,166259,11/2/2012,,FALSE,,,,,,,,
CCS Help Centre,166263,11/2/2012,,FALSE,,,,,,,,
CCS Help Centre,166268,11/2/2012,,FALSE,,,,,,,,
CCS Help Centre,166270,11/2/2012,,FALSE,,,,,,,,
CCS Help Centre,166273,11/2/2012,,FALSE,,,,,,,,
CCS Help Centre,166275,11/2/2012,,FALSE,,,,,,,,
CCS Help Centre,166285,11/2/2012,,FALSE,,,,,,,,
CCS Help Centre,166288,11/2/2012,11/15/2012 16:38:13,TRUE,4,5,5,4,4,TRUE,"Thanks for the help. I was able to access my mail again, but unfortunetly I was't able to do my course that had to be done on line.",FALSE
CCS Help Centre,166290,11/2/2012,,FALSE,,,,,,,,
CCS Help Centre,166052,11/1/2012,,FALSE,,,,,,,,
CCS Help Centre,166078,11/1/2012,,FALSE,,,,,,,,
CCS Help Centre,166074,11/1/2012,,FALSE,,,,,,,,
CCS Help Centre,166069,11/1/2012,,FALSE,,,,,,,,
CCS Help Centre,166099,11/1/2012,,FALSE,,,,,,,,
CCS Help Centre,166101,11/1/2012,,FALSE,,,,,,,,
CCS Help Centre,166108,11/1/2012,,FALSE,,,,,,,,
Library IT Help Desk,166112,11/1/2012,11/2/2012 8:10:47,TRUE,5,5,5,5,5,TRUE,"The young gentleman sincerely enjoyed competently fixing the immediate problem, and improved the running of my laptop in other ways as well.",FALSE
CCS Help Centre,166116,11/1/2012,,FALSE,,,,,,,,
CCS Help Centre,166107,11/1/2012,11/2/2012 14:14:15,FALSE,5,5,5,5,5,TRUE,,FALSE
Library IT Help Desk,166142,11/1/2012,,FALSE,,,,,,,,
Library IT Help Desk,166143,11/1/2012,,FALSE,,,,,,,,
CCS Help Centre,166144,11/1/2012,,FALSE,,,,,,,,
Library IT Help Desk,166147,11/1/2012,,FALSE,,,,,,,,
Library IT Help Desk,166159,11/1/2012,,FALSE,,,,,,,,
Library IT Help Desk,166160,11/1/2012,11/7/2012 11:18:12,FALSE,5,5,5,5,5,,Thanks,FALSE
Library IT Help Desk,166168,11/1/2012,,FALSE,,,,,,,,
CCS Help Centre,166170,11/1/2012,,FALSE,,,,,,,,
Library IT Help Desk,166177,11/1/2012,,FALSE,,,,,,,,
CCS Help Centre,166185,11/1/2012,,FALSE,,,,,,,,
CCS Help Centre,166184,11/1/2012,,FALSE,,,,,,,,
CCS Help Centre,166176,11/1/2012,,FALSE,,,,,,,,
CCS Help Centre,166186,11/1/2012,,FALSE,,,,,,,,
CCS Help Centre,166003,10/31/2012,,FALSE,,,,,,,,
Library IT Help Desk,166011,10/31/2012,,FALSE,,,,,,,,
CCS Help Centre,166014,10/31/2012,,FALSE,,,,,,,,
Library IT Help Desk,166018,10/31/2012,11/1/2012 17:02:42,TRUE,5,5,5,5,5,TRUE,IT desk is super helpful and courteous!,FALSE
CCS Help Centre,166016,10/31/2012,11/1/2012 20:15:42,TRUE,NA,NA,1,1,1,FALSE,,FALSE
CCS Help Centre,166020,10/31/2012,,FALSE,,,,,,,,
CCS Help Centre,166024,10/31/2012,,FALSE,,,,,,,,
CCS Help Centre,166023,10/31/2012,,FALSE,,,,,,,,
CCS Help Centre,166026,10/31/2012,,FALSE,,,,,,,,
Library IT Help Desk,166031,10/31/2012,,FALSE,,,,,,,,
Library IT Help Desk,166038,10/31/2012,,FALSE,,,,,,,,
CCS Help Centre,166043,10/31/2012,,FALSE,,,,,,,,
Library IT Help Desk,166048,10/31/2012,,FALSE,,,,,,,,
CCS Help Centre,166051,10/31/2012,,FALSE,,,,,,,,
CCS Help Centre,166053,10/31/2012,11/2/2012 12:27:03,FALSE,5,5,4,5,4,TRUE,,FALSE
Library IT Help Desk,166062,10/31/2012,,FALSE,,,,,,,,
Library IT Help Desk,166070,10/31/2012,,FALSE,,,,,,,,
CCS Help Centre,165884,10/30/2012,11/1/2012 6:07:36,FALSE,5,4,5,4,5,TRUE,,FALSE
CCS Help Centre,165886,10/30/2012,,FALSE,,,,,,,,
CCS Help Centre,165888,10/30/2012,11/1/2012 6:56:51,FALSE,5,5,3,5,5,TRUE,,FALSE
CCS Help Centre,165896,10/30/2012,,FALSE,,,,,,,,
Library IT Help Desk,165898,10/30/2012,11/1/2012 10:49:54,FALSE,5,4,5,4,4,TRUE,,FALSE
CCS Help Centre,165912,10/30/2012,,FALSE,,,,,,,,
CCS Help Centre,165919,10/30/2012,,FALSE,,,,,,,,
Library IT Help Desk,165923,10/30/2012,11/4/2012 9:30:30,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,165928,10/30/2012,,FALSE,,,,,,,,
Library IT Help Desk,165932,10/30/2012,,FALSE,,,,,,,,
CCS Help Centre,165934,10/30/2012,,FALSE,,,,,,,,
CCS Help Centre,165952,10/30/2012,,FALSE,,,,,,,,
CCS Help Centre,165953,10/30/2012,11/6/2012 10:11:40,FALSE,5,4,4,5,5,TRUE,,FALSE
CCS Help Centre,165954,10/30/2012,11/1/2012 14:54:54,FALSE,5,5,5,5,5,TRUE,,FALSE
Library IT Help Desk,165963,10/30/2012,11/1/2012 17:45:59,TRUE,5,4,5,5,5,TRUE,The problem wasn't solved at the IT station. Although he gave me the means to solve it and i fixed it the next day thanks to his help.,FALSE
CCS Help Centre,165933,10/30/2012,,FALSE,,,,,,,,
CCS Help Centre,163901,10/30/2012,11/1/2012 17:53:04,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,165968,10/30/2012,,FALSE,,,,,,,,
CCS Help Centre,165975,10/30/2012,,FALSE,,,,,,,,
CCS Help Centre,165972,10/30/2012,,FALSE,,,,,,,,
CCS Help Centre,165961,10/30/2012,,FALSE,,,,,,,,
CCS Help Centre,165937,10/30/2012,11/20/2012 11:22:07,TRUE,4,4,1,5,4,TRUE,"You need to hire more staff, it took well over a month to address my problem.",FALSE
CCS Help Centre,165728,10/29/2012,,FALSE,,,,,,,,
CCS Help Centre,165733,10/29/2012,,FALSE,,,,,,,,
CCS Help Centre,165735,10/29/2012,,FALSE,,,,,,,,
CCS Help Centre,165746,10/29/2012,,FALSE,,,,,,,,
CCS Help Centre,165763,10/29/2012,,FALSE,,,,,,,,
CCS Help Centre,165765,10/29/2012,,FALSE,,,,,,,,
CCS Help Centre,165766,10/29/2012,,FALSE,,,,,,,,
Library IT Help Desk,165773,10/29/2012,10/30/2012 12:45:14,TRUE,3,2,4,2,3,FALSE,,FALSE
CCS Help Centre,165772,10/29/2012,,FALSE,,,,,,,,
CCS Help Centre,165790,10/29/2012,,FALSE,,,,,,,,
CCS Help Centre,165800,10/29/2012,10/30/2012 18:17:32,TRUE,5,5,5,5,5,TRUE,The CCS was extremely helpful and extremely nice when I was having issues with my account. I would recommend anyone with a computing or communication problem to contact them.,FALSE
Library IT Help Desk,165809,10/29/2012,,FALSE,,,,,,,,
Library IT Help Desk,165810,10/29/2012,,FALSE,,,,,,,,
Library IT Help Desk,165818,10/29/2012,10/31/2012 9:31:24,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,165821,10/29/2012,,FALSE,,,,,,,,
CCS Help Centre,165822,10/29/2012,,FALSE,,,,,,,,
CCS Help Centre,165828,10/29/2012,11/1/2012 11:08:09,FALSE,5,4,4,5,5,TRUE,,FALSE
CCS Help Centre,165830,10/29/2012,,FALSE,,,,,,,,
CCS Help Centre,165835,10/29/2012,,FALSE,,,,,,,,
CCS Help Centre,165838,10/29/2012,,FALSE,,,,,,,,
CCS Help Centre,165839,10/29/2012,,FALSE,,,,,,,,
Library IT Help Desk,165860,10/29/2012,10/31/2012 8:52:39,FALSE,5,5,5,5,5,TRUE,,FALSE
Library IT Help Desk,165859,10/29/2012,,FALSE,,,,,,,,
Library IT Help Desk,165861,10/29/2012,,FALSE,,,,,,,,
CCS Help Centre,165862,10/29/2012,,FALSE,,,,,,,,
CCS Help Centre,165863,10/29/2012,,FALSE,,,,,,,,
Library IT Help Desk,165715,10/28/2012,11/4/2012 17:49:56,FALSE,5,5,5,5,5,TRUE,,FALSE
Library IT Help Desk,165713,10/28/2012,,FALSE,,,,,,,,
CCS Help Centre,165610,10/26/2012,10/29/2012 6:31:18,FALSE,NA,NA,NA,NA,5,TRUE,,FALSE
CCS Help Centre,165609,10/26/2012,,FALSE,,,,,,,,
CCS Help Centre,165513,10/26/2012,,FALSE,,,,,,,,
Library IT Help Desk,165616,10/26/2012,,FALSE,,,,,,,,
CCS Help Centre,165629,10/26/2012,10/28/2012 10:22:08,TRUE,5,5,2,5,5,TRUE,it was fine except they did not unlock my email account and i had to call back,FALSE
CCS Help Centre,165638,10/26/2012,,FALSE,,,,,,,,
Library IT Help Desk,165645,10/26/2012,,FALSE,,,,,,,,
Library IT Help Desk,165646,10/26/2012,10/28/2012 18:54:00,FALSE,5,5,5,5,5,TRUE,,FALSE
Library IT Help Desk,165659,10/26/2012,,FALSE,,,,,,,,
Library IT Help Desk,165661,10/26/2012,,FALSE,,,,,,,,
CCS Help Centre,165662,10/26/2012,,FALSE,,,,,,,,
Library IT Help Desk,165666,10/26/2012,,FALSE,,,,,,,,
CCS Help Centre,165675,10/26/2012,,FALSE,,,,,,,,
CCS Help Centre,165631,10/26/2012,10/29/2012 6:58:35,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,165679,10/26/2012,,FALSE,,,,,,,,
CCS Help Centre,165686,10/26/2012,,FALSE,,,,,,,,
CCS Help Centre,165692,10/26/2012,,FALSE,,,,,,,,
CCS Help Centre,165492,10/25/2012,,FALSE,,,,,,,,
CCS Help Centre,165396,10/25/2012,10/30/2012 12:18:50,TRUE,4,5,4,5,5,TRUE,Your are doing very good job. Thank you.,TRUE
CCS Help Centre,165494,10/25/2012,10/29/2012 7:01:48,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,165497,10/25/2012,,FALSE,,,,,,,,
CCS Help Centre,165499,10/25/2012,,FALSE,,,,,,,,
CCS Help Centre,163616,10/25/2012,,FALSE,,,,,,,,
CCS Help Centre,161895,10/25/2012,,FALSE,,,,,,,,
CCS Help Centre,165503,10/25/2012,,FALSE,,,,,,,,
CCS Help Centre,165505,10/25/2012,10/26/2012 21:57:38,TRUE,5,5,4,4,5,FALSE,Thanks,FALSE
CCS Help Centre,165506,10/25/2012,10/28/2012 10:55:46,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,165532,10/25/2012,,FALSE,,,,,,,,
Library IT Help Desk,165542,10/25/2012,,FALSE,,,,,,,,
CCS Help Centre,165545,10/25/2012,,FALSE,,,,,,,,
CCS Help Centre,165551,10/25/2012,10/31/2012 7:04:57,TRUE,1,1,3,1,1,FALSE,,TRUE
Library IT Help Desk,165556,10/25/2012,,FALSE,,,,,,,,
CCS Help Centre,165584,10/25/2012,,FALSE,,,,,,,,
CCS Help Centre,163851,10/25/2012,,FALSE,,,,,,,,
Library IT Help Desk,165595,10/25/2012,,FALSE,,,,,,,,
Library IT Help Desk,165596,10/25/2012,10/27/2012 16:25:51,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,165377,10/24/2012,,FALSE,,,,,,,,
CCS Help Centre,165368,10/24/2012,10/29/2012 20:43:14,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,165370,10/24/2012,,FALSE,,,,,,,,
CCS Help Centre,165381,10/24/2012,,FALSE,,,,,,,,
CCS Help Centre,165382,10/24/2012,10/25/2012 7:59:17,TRUE,5,5,5,5,5,FALSE,"The problem was resolved temporarily but later in the afternoon, the problem resurfaced.  CCS is contacting another source to assist.",FALSE
CCS Help Centre,165385,10/24/2012,10/25/2012 11:01:57,TRUE,3,3,2,3,3,FALSE,Still waiting word on the Listserv application form submitted yesterday or the day before.,FALSE
Library IT Help Desk,165389,10/24/2012,,FALSE,,,,,,,,
CCS Help Centre,165388,10/24/2012,,FALSE,,,,,,,,
CCS Help Centre,165393,10/24/2012,,FALSE,,,,,,,,
CCS Help Centre,165366,10/24/2012,10/25/2012 10:39:09,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,165402,10/24/2012,,FALSE,,,,,,,,
CCS Help Centre,165378,10/24/2012,,FALSE,,,,,,,,
CCS Help Centre,165356,10/24/2012,,FALSE,,,,,,,,
CCS Help Centre,165401,10/24/2012,,FALSE,,,,,,,,
CCS Help Centre,165392,10/24/2012,,FALSE,,,,,,,,
CCS Help Centre,165409,10/24/2012,,FALSE,,,,,,,,
CCS Help Centre,165413,10/24/2012,,FALSE,,,,,,,,
CCS Help Centre,165420,10/24/2012,10/25/2012 11:50:30,TRUE,5,5,5,5,5,TRUE,"ANY time that I have called for help I have received nothing but greatness from the people in CCS.  They are always very patient and polite everytime.  I know that when I call them they will be able to help me.  It is a pleasure doing business with all of them, it doesn't matter who I get on the other end of the phone.  Thanks for your great service!!",FALSE
CCS Help Centre,165429,10/24/2012,,FALSE,,,,,,,,
Library IT Help Desk,165431,10/24/2012,,FALSE,,,,,,,,
CCS Help Centre,165432,10/24/2012,,FALSE,,,,,,,,
CCS Help Centre,165438,10/24/2012,,FALSE,,,,,,,,
Library IT Help Desk,165442,10/24/2012,10/26/2012 9:01:34,FALSE,5,5,5,5,5,TRUE,,FALSE
Library IT Help Desk,165456,10/24/2012,,FALSE,,,,,,,,
Library IT Help Desk,165457,10/24/2012,,FALSE,,,,,,,,
Library IT Help Desk,165451,10/24/2012,,FALSE,,,,,,,,
Library IT Help Desk,165459,10/24/2012,10/26/2012 19:55:47,FALSE,5,5,5,5,5,TRUE,,FALSE
Library IT Help Desk,165477,10/24/2012,,FALSE,,,,,,,,
CCS Help Centre,165268,10/23/2012,,FALSE,,,,,,,,
Library IT Help Desk,165275,10/23/2012,,FALSE,,,,,,,,
CCS Help Centre,165276,10/23/2012,,FALSE,,,,,,,,
CCS Help Centre,165279,10/23/2012,,FALSE,,,,,,,,
CCS Help Centre,165280,10/23/2012,,FALSE,,,,,,,,
CCS Help Centre,165282,10/23/2012,,FALSE,,,,,,,,
Library IT Help Desk,165296,10/23/2012,,FALSE,,,,,,,,
CCS Help Centre,165278,10/23/2012,,FALSE,,,,,,,,
Library IT Help Desk,165304,10/23/2012,10/24/2012 8:56:15,TRUE,5,5,5,5,4,TRUE,"I must say however, depending on the analyst, their is a difference  in their efforts to resolve the issue.",FALSE
CCS Help Centre,165305,10/23/2012,,FALSE,,,,,,,,
Library IT Help Desk,165308,10/23/2012,,FALSE,,,,,,,,
CCS Help Centre,165310,10/23/2012,10/24/2012 21:31:16,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,165311,10/23/2012,,FALSE,,,,,,,,
CCS Help Centre,165315,10/23/2012,,FALSE,,,,,,,,
Library IT Help Desk,165320,10/23/2012,10/24/2012 9:38:22,TRUE,5,5,5,5,5,TRUE,I will have to come back at a future date with my laptop and get the large pack of Windows update done.I was pleased at the way the ITY person took time to explain what he was doing,FALSE
Library IT Help Desk,165335,10/23/2012,,FALSE,,,,,,,,
CCS Help Centre,165339,10/23/2012,11/9/2012 9:10:35,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,165340,10/23/2012,,FALSE,,,,,,,,
CCS Help Centre,165342,10/23/2012,10/25/2012 7:55:52,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,165337,10/23/2012,10/24/2012 12:20:32,TRUE,3,2,3,3,3,TRUE,,FALSE
CCS Help Centre,165246,10/23/2012,,FALSE,,,,,,,,
CCS Help Centre,165346,10/23/2012,,FALSE,,,,,,,,
Library IT Help Desk,165361,10/23/2012,,FALSE,,,,,,,,
Library IT Help Desk,165362,10/23/2012,10/28/2012 21:55:26,FALSE,3,4,4,5,5,TRUE,,FALSE
Library IT Help Desk,165358,10/23/2012,,FALSE,,,,,,,,
Library IT Help Desk,165359,10/23/2012,,FALSE,,,,,,,,
Library IT Help Desk,165360,10/23/2012,10/25/2012 13:32:10,FALSE,5,5,4,5,5,TRUE,,FALSE
CCS Help Centre,165116,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165117,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165115,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165111,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165109,10/22/2012,10/22/2012 7:50:54,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,165124,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165108,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165110,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165107,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165104,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165130,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165144,10/22/2012,10/23/2012 12:33:52,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,165145,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165148,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165150,10/22/2012,,FALSE,,,,,,,,
Library IT Help Desk,165152,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165162,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165168,10/22/2012,10/22/2012 20:13:51,TRUE,5,5,5,5,5,TRUE,Speedy reply. Thanks!,FALSE
CCS Help Centre,165170,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165172,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165174,10/22/2012,10/30/2012 22:48:03,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,165169,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165179,10/22/2012,10/23/2012 6:10:42,FALSE,5,4,5,4,4,TRUE,,FALSE
Library IT Help Desk,165180,10/22/2012,,FALSE,,,,,,,,
Library IT Help Desk,165186,10/22/2012,10/24/2012 13:24:00,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,165176,10/22/2012,10/22/2012 19:10:15,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,165190,10/22/2012,,FALSE,,,,,,,,
Library IT Help Desk,165207,10/22/2012,10/23/2012 7:50:04,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,165208,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165203,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165212,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165218,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165209,10/22/2012,,FALSE,,,,,,,,
Library IT Help Desk,165225,10/22/2012,,FALSE,,,,,,,,
Library IT Help Desk,165231,10/22/2012,,FALSE,,,,,,,,
Library IT Help Desk,165232,10/22/2012,10/23/2012 6:31:36,TRUE,5,5,5,5,5,TRUE,,TRUE
CCS Help Centre,165220,10/22/2012,,FALSE,,,,,,,,
CCS Help Centre,165236,10/22/2012,,FALSE,,,,,,,,
Library IT Help Desk,165066,10/20/2012,,FALSE,,,,,,,,
Library IT Help Desk,164274,10/20/2012,,FALSE,,,,,,,,
Library IT Help Desk,165092,10/20/2012,,FALSE,,,,,,,,
Library IT Help Desk,165093,10/20/2012,,FALSE,,,,,,,,
CCS Help Centre,165007,10/19/2012,10/20/2012 17:02:42,TRUE,5,5,5,5,5,TRUE,"I really like how she tried to figure out how might my account was compromised, instead of just unlocking my account and sending me on my way. She also went through important things to remember to maintain the security of my account.",
"Thank you so much, great service, very helpful.",FALSE,,,,,,,,,,,
CCS Help Centre,165006,10/19/2012,,FALSE,,,,,,,,
CCS Help Centre,165016,10/19/2012,,FALSE,,,,,,,,
CCS Help Centre,164911,10/19/2012,10/21/2012 0:22:29,FALSE,5,5,4,5,5,TRUE,,FALSE
CCS Help Centre,165017,10/19/2012,10/20/2012 7:55:59,TRUE,5,5,5,5,5,TRUE,Nice work folks!,FALSE
CCS Help Centre,165023,10/19/2012,,FALSE,,,,,,,,
CCS Help Centre,165025,10/19/2012,10/20/2012 8:31:20,FALSE,4,4,4,4,4,TRUE,,FALSE
CCS Help Centre,165026,10/19/2012,,FALSE,,,,,,,,
Library IT Help Desk,165037,10/19/2012,,FALSE,,,,,,,,
CCS Help Centre,165047,10/19/2012,,FALSE,,,,,,,,
CCS Help Centre,165049,10/19/2012,10/21/2012 9:18:11,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,165053,10/19/2012,,FALSE,,,,,,,,
Library IT Help Desk,165054,10/19/2012,,FALSE,,,,,,,,
CCS Help Centre,165056,10/19/2012,,FALSE,,,,,,,,
Library IT Help Desk,165057,10/19/2012,,FALSE,,,,,,,,
Library IT Help Desk,165059,10/19/2012,,FALSE,,,,,,,,
Library IT Help Desk,165077,10/19/2012,,FALSE,,,,,,,,
CCS Help Centre,165078,10/19/2012,10/21/2012 7:45:45,TRUE,3,2,1,1,1,FALSE,,TRUE
CCS Help Centre,165080,10/19/2012,,FALSE,,,,,,,,
CCS Help Centre,164896,10/18/2012,10/19/2012 21:11:06,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,162859,10/18/2012,,FALSE,,,,,,,,
CCS Help Centre,164909,10/18/2012,10/20/2012 17:46:03,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,164928,10/18/2012,,FALSE,,,,,,,,
CCS Help Centre,164932,10/18/2012,,FALSE,,,,,,,,
CCS Help Centre,164938,10/18/2012,,FALSE,,,,,,,,
CCS Help Centre,164959,10/18/2012,,FALSE,,,,,,,,
Library IT Help Desk,164965,10/18/2012,,FALSE,,,,,,,,
CCS Help Centre,164978,10/18/2012,,FALSE,,,,,,,,
CCS Help Centre,164986,10/18/2012,10/19/2012 18:54:43,TRUE,5,5,5,5,5,TRUE,I was very pleased with the support and help as my account was hacked.  The assistance amazing and I am very appreciative,FALSE
Library IT Help Desk,164991,10/18/2012,10/19/2012 14:16:25,FALSE,5,4,4,4,4,TRUE,,FALSE
CCS Help Centre,163644,10/18/2012,,FALSE,,,,,,,,
CCS Help Centre,164994,10/18/2012,,FALSE,,,,,,,,
Library IT Help Desk,164984,10/18/2012,,FALSE,,,,,,,,
CCS Help Centre,164341,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164802,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164803,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164806,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164808,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164730,10/17/2012,,FALSE,,,,,,,,
Library IT Help Desk,164819,10/17/2012,10/17/2012 21:10:49,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,164838,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164837,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164841,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164842,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164844,10/17/2012,10/18/2012 9:06:09,TRUE,5,5,5,5,5,TRUE,"Great, helpful staff fixed my login problem quickly :)",FALSE
CCS Help Centre,164846,10/17/2012,,FALSE,,,,,,,,
Library IT Help Desk,164845,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164847,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164850,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164849,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164852,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164853,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164854,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164851,10/17/2012,,FALSE,,,,,,,,
Library IT Help Desk,164858,10/17/2012,10/18/2012 6:55:01,FALSE,5,5,4,5,5,TRUE,,FALSE
Library IT Help Desk,164862,10/17/2012,,FALSE,,,,,,,,
Library IT Help Desk,164861,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164873,10/17/2012,10/18/2012 8:06:12,FALSE,5,5,4,5,5,TRUE,,FALSE
CCS Help Centre,164874,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164877,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164882,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164883,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164893,10/17/2012,,FALSE,,,,,,,,
Library IT Help Desk,164897,10/17/2012,,FALSE,,,,,,,,
CCS Help Centre,164691,10/16/2012,,FALSE,,,,,,,,
CCS Help Centre,164707,10/16/2012,,FALSE,,,,,,,,
CCS Help Centre,164268,10/16/2012,,FALSE,,,,,,,,
CCS Help Centre,164711,10/16/2012,,FALSE,,,,,,,,
Library IT Help Desk,164714,10/16/2012,,FALSE,,,,,,,,
CCS Help Centre,164719,10/16/2012,,FALSE,,,,,,,,
CCS Help Centre,164726,10/16/2012,10/17/2012 6:52:21,FALSE,5,5,5,5,5,TRUE,,FALSE
Library IT Help Desk,164731,10/16/2012,,FALSE,,,,,,,,
CCS Help Centre,164735,10/16/2012,,FALSE,,,,,,,,
CCS Help Centre,164739,10/16/2012,10/17/2012 9:08:40,TRUE,3,4,5,4,3,TRUE,,FALSE
Library IT Help Desk,164744,10/16/2012,10/17/2012 7:30:51,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,164746,10/16/2012,10/18/2012 23:48:18,FALSE,5,4,4,5,5,TRUE,,FALSE
CCS Help Centre,164748,10/16/2012,,FALSE,,,,,,,,
Library IT Help Desk,164749,10/16/2012,,FALSE,,,,,,,,
CCS Help Centre,164753,10/16/2012,,FALSE,,,,,,,,
Library IT Help Desk,164756,10/16/2012,10/18/2012 6:32:00,FALSE,5,4,5,5,5,TRUE,,FALSE
Library IT Help Desk,164758,10/16/2012,,FALSE,,,,,,,,
Library IT Help Desk,164759,10/16/2012,,FALSE,,,,,,,,
CCS Help Centre,164761,10/16/2012,,FALSE,,,,,,,,
Library IT Help Desk,164773,10/16/2012,,FALSE,,,,,,,,
CCS Help Centre,164771,10/16/2012,11/2/2012 15:02:06,FALSE,5,5,5,5,5,TRUE,,FALSE
Library IT Help Desk,164747,10/16/2012,10/17/2012 13:38:02,TRUE,5,4,3,4,4,TRUE,"My problem wasn't very straightforward, which is why it took quite a long time to get everything sorted out. The staff were very pleasant and patient throughout the whole process.",FALSE
CCS Help Centre,164557,10/15/2012,,FALSE,,,,,,,,
CCS Help Centre,164479,10/15/2012,10/15/2012 9:42:49,TRUE,3,2,4,3,4,TRUE,,FALSE
CCS Help Centre,164569,10/15/2012,,FALSE,,,,,,,,
CCS Help Centre,164580,10/15/2012,,FALSE,,,,,,,,
CCS Help Centre,164600,10/15/2012,10/15/2012 17:13:29,TRUE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,164605,10/15/2012,,FALSE,,,,,,,,
CCS Help Centre,164607,10/15/2012,10/15/2012 15:19:49,FALSE,5,4,5,5,5,TRUE,,FALSE
CCS Help Centre,164606,10/15/2012,,FALSE,,,,,,,,
